kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
ALMA    BAGDONAVIČIENĖ,2227.00,0.0,103000.0,0.0,0.0,0.0,19169.57
VALDAS    VAITIŠKIS,523.00,0.0,100.0,0.0,5000.0,0.0,10458.00
MINDAUGAS    STAKVILEVIČIUS,0.00,0.0,30468.0,0.0,0.0,0.0,0.00
ARTŪRAS    POVILAITIS,947.00,0.0,485000.0,0.0,130000.0,30000.0,9164.28
TOMAS    PETREIKIS,6531.00,0.0,46300.0,0.0,44000.0,0.0,44400.66
AUDRIUS    ONAITIS,0.00,0.0,14000.0,0.0,0.0,0.0,0.00
ARVYDAS    MOCKUS,3583.00,0.0,1350000.0,0.0,0.0,0.0,32844.23
DAIVA    MATONIENĖ,8889.00,0.0,62828.0,0.0,19144.0,0.0,61901.41
DANGUOLĖ    MARTINKIENĖ,6083.00,0.0,4500.0,0.0,116000.0,0.0,43503.25
ARKADIJUS    KISELIOVAS,20798.00,0.0,791000.0,0.0,171449.0,341840.0,138650.91
MARIJUS    VELIČKA,4606.00,107000.0,384500.0,0.0,70000.0,0.0,37028.60
VYTAUTAS    SLABYS,6807.00,0.0,110784.0,0.0,65000.0,0.0,45378.54
VALERIJUS    SIMULIK,15483.00,26500.0,143278.0,20000.0,70900.0,0.0,105622.85
DALIA    RAMOŠKAITĖ,2086.00,0.0,30000.0,0.0,0.0,0.0,23698.94
AURIMAS    RADKEVIČIUS,2007.00,12000.0,55000.0,0.0,3000.0,0.0,18913.04
VALENTINAS    MAZURONIS,14163.00,0.0,480000.0,0.0,65940.0,0.0,94419.50
GINTAUTAS    LUKOŠAITIS,3896.00,121906.0,200000.0,0.0,11593.0,0.0,38942.18
AIDAS    GRICIUS,2295.00,3000.0,122500.0,0.0,0.0,0.0,19050.44
GENOVAITĖ MIGLĖ    ANDRULIENĖ,4548.00,45000.0,379000.0,150000.0,0.0,100000.0,33593.70
GEMA    UMBRASIENĖ,9528.00,96713.0,76605.0,0.0,18029.0,0.0,68190.66
VAIDAS    REPEČKA,11554.00,379754.0,425000.0,100477.0,0.0,15000.0,85993.40
RIMANTAS    NARKŪNAS,0.00,0.0,185000.0,0.0,28399.0,0.0,28208.60
PETRAS    NARKEVIČIUS,10957.00,0.0,347279.0,0.0,55807.0,6289.0,73049.24
DARIUS    GRIGALIONIS,0.00,191817.0,465000.0,0.0,10000.0,0.0,3437.23
JANINA    GAIDŽIŪNAITĖ,8290.00,0.0,262000.0,0.0,163099.0,10000.0,56673.73
JULIUS    DAUTARTAS,14953.00,6000.0,363688.0,0.0,195227.0,96000.0,100287.19
DIANA    ASTRAUSKIENĖ,1662.00,100000.0,693000.0,0.0,0.0,0.0,17367.92
TOMAS    SALIAMONAS,5328.00,0.0,0.0,0.0,0.0,0.0,36022.68
ROLANDAS    RUTĖ,5197.00,0.0,19700.0,0.0,8688.0,0.0,35672.31
ARTŪRAS    RATKUS,0.00,0.0,200000.0,0.0,6086.0,24169.0,5354.00
ALFONSAS    PETRAUSKAS,10677.00,0.0,30600.0,0.0,73217.0,0.0,74165.01
VITAS    MATUZAS,14737.00,0.0,107301.0,0.0,103637.0,0.0,98246.40
TOMAS    GRIGALAITIS,594.00,0.0,137200.0,0.0,35000.0,0.0,17257.50
SIGITAS    ČINGA,15950.00,116485.0,129500.0,0.0,22925.0,0.0,106781.73
NERIJUS    BUDREIKA,4335.00,210337.0,106000.0,0.0,39229.0,0.0,39130.14
RIMANTAS    TROTA,5135.00,4200.0,210109.0,0.0,62548.0,0.0,45646.22
DOMAS    PETRULIS,0.00,0.0,10000.0,0.0,18000.0,0.0,2684.40
ELIGIJA    NORKIENĖ-PAPLAUSKĖ,5772.00,0.0,27900.0,0.0,12456.0,0.0,40910.03
LAURA    MACKEVIČIENĖ,252.00,0.0,95000.0,0.0,0.0,0.0,11184.83
PETRAS    LUOMANAS,13557.00,0.0,42525.0,0.0,34024.0,0.0,90797.76
RITA    JUSIENĖ,0.00,0.0,353167.0,0.0,6000.0,0.0,0.00
DALIA    GRIGALIŪNIENĖ,2781.00,11112.0,17920.0,0.0,6300.0,0.0,23832.11
JOLITA    BAGOČIŪTĖ,3643.00,0.0,6000.0,0.0,20000.0,0.0,26536.68
STEPONAS    VAIČIKAUSKAS,1062.00,1147661.0,2380505.0,656285.0,388570.0,1177590.0,15971.18
VIDMANTAS    ŽEMAITIS,0.00,0.0,150645.0,0.0,25000.0,0.0,0.00
BIRUTĖ    VĖSAITĖ,14592.00,0.0,139211.0,0.0,72395.0,60844.0,99843.21
LINA    NEMEIKŠIENĖ,8322.00,353484.0,330919.0,0.0,0.0,0.0,74857.87
ELENA    MACAITĖ,0.00,0.0,0.0,0.0,0.0,0.0,2160.00
RITA    LIAUDANSKIENĖ,6592.00,79591.0,130000.0,0.0,52023.0,0.0,50863.84
LORETA    KEKIENĖ,5929.00,0.0,15000.0,0.0,30950.0,0.0,40563.55
RIČARDAS    JANKAUSKAS,0.00,0.0,136600.0,0.0,30000.0,0.0,136.00
SAULIUS    GIRDAUSKAS,1001.00,637694.0,476456.0,219913.0,600000.0,59500.0,15212.34
VILMA    GECEVIČIŪTĖ,2928.00,0.0,0.0,0.0,25000.0,0.0,22565.68
RIMANTAS JONAS    DAGYS,15684.00,0.0,431500.0,0.0,167449.0,30617.0,105803.65
REMIGIJUS    URBONAS,12021.00,14000.0,270050.0,0.0,90000.0,5353.0,81350.56
SIGITA    SIAURAITIENĖ,2121.00,94731.0,105000.0,0.0,0.0,0.0,22541.39
TOMAS    MONTVILA,681.00,0.0,0.0,0.0,0.0,0.0,13625.00
VYGAUDAS    MOLIS,6757.00,335000.0,281461.0,0.0,120000.0,0.0,49535.39
VITOLDAS    MASALSKIS,13783.00,0.0,290886.0,0.0,10000.0,0.0,91888.73
MARIUS    MACKEVIČIUS,1434.00,0.0,0.0,0.0,0.0,0.0,21544.56
RYTAS    KUPČINSKAS,13955.00,0.0,43782.0,0.0,11974.0,0.0,95397.46
SIGYTAS    KLIMAS,5423.00,24468.0,718261.0,0.0,11000.0,41000.0,36428.58
TADEUŠ    ALIANCEVIČ,5587.00,0.0,79250.0,0.0,20000.0,0.0,37339.65
EMANUELIS    ZINGERIS,15688.00,0.0,395000.0,0.0,50000.0,0.0,106743.00
VIDMANTAS    ŽIEMELIS,12345.00,0.0,547334.0,0.0,51864.0,0.0,98442.78
JUOZAS    VASILIAUSKAS,6331.00,0.0,292104.0,0.0,240000.0,0.0,42209.36
VIRGINIJA    VINGRIENĖ,5494.00,0.0,149172.0,0.0,5878.0,0.0,39573.47
VALDAS    VASILIAUSKAS,40469.00,0.0,390018.0,0.0,1085958.0,13727.0,269791.03
GŽEGOŽ    SAKSON,6649.00,0.0,236300.0,0.0,24509.0,0.0,46144.04
REMIGIJUS    SABALIAUSKAS,60.00,0.0,0.0,0.0,25000.0,0.0,6039.13
KAZYS    ZULONAS,778.00,0.0,623525.0,0.0,158950.0,0.0,12062.33
EGLĖ    VOLUNGEVIČIŪTĖ,0.00,0.0,165000.0,0.0,0.0,0.0,0.00
NERINGA    VENCKIENĖ,12051.00,0.0,290221.0,0.0,125000.0,5000.0,85237.44
VYTAUTAS    VĖŽELIS,4150.00,0.0,103282.0,0.0,67766.0,0.0,58842.10
SERGEJ    POPOV,0.00,9500.0,172831.0,9500.0,0.0,0.0,568.61
VAINIUS    ARLAUSKAS,422.00,0.0,0.0,0.0,0.0,0.0,8395.03
JURGIS    STAŠEVIČIUS,4966.00,0.0,217050.0,0.0,2898.0,0.0,35900.29
RIMA    KRUPSKYTĖ,0.00,0.0,51100.0,0.0,0.0,0.0,0.00
DAIVA    BUDZINSKAITĖ,4308.00,25000.0,2000.0,0.0,0.0,0.0,41481.93
ALVYDAS    ZIMKUS,5886.00,0.0,455754.0,0.0,61170.0,0.0,43954.24
ALFONSAS    MOTUZAS,4401.00,0.0,9000.0,0.0,35000.0,0.0,45208.71
ARŪNAS    MARKŪNAS,4324.00,0.0,43722.0,0.0,5622.0,0.0,35080.38
AUŠRA    TAPARAUSKIENĖ,7566.00,0.0,4000.0,0.0,10000.0,0.0,52151.15
ZITA PETRONELĖ    KRIAUČIŪNAITĖ,0.00,0.0,221000.0,0.0,2843.0,136415.0,29360.09
RIMA    RUTKAUSKIENĖ,1602.00,0.0,42000.0,0.0,31200.0,10000.0,16701.45
VILMANDAS    PALČIAUSKAS,3806.00,0.0,289400.0,0.0,5000.0,0.0,28181.60
TOMAS    STENIUKYNAS,0.00,39000.0,487601.0,0.0,0.0,0.0,70424.35
ARŪNAS    MAULIUS,0.00,0.0,50900.0,0.0,3500.0,0.0,386.74
TOMAS    ŠIAUDINIS,8473.00,0.0,3000.0,0.0,49500.0,0.0,56486.82
TOMA    RACIUVIENĖ,410.00,0.0,0.0,0.0,25000.0,0.0,9574.35
DARIUS    KAIRAITIS,191.00,0.0,304000.0,0.0,25000.0,0.0,1275.00
ALGIMANTAS JONAS    AUKŠTINAITIS,3225.00,0.0,315000.0,0.0,30000.0,0.0,26718.68
ANATOLIJ    ŠICHOVCOV,7512.00,64623.0,33406.0,0.0,64858.0,0.0,50677.14
PETRAS    BALČIŪNAS,6043.00,0.0,170000.0,0.0,12000.0,0.0,41531.33
VYTAUTAS    JUKNA,445.00,0.0,24400.0,0.0,0.0,0.0,9456.75
ARVYDAS    JUREVIČIUS,7126.00,0.0,185100.0,0.0,30000.0,0.0,50820.66
HENRIKAS    PETRAUSKAS,7436.00,0.0,132089.0,0.0,16141.0,0.0,49573.18
TOMAS    JOSAS,0.00,0.0,80415.0,0.0,3997.0,0.0,3768.01
LORETA    DAMBRAUSKIENĖ,4128.00,6720.0,26000.0,0.0,10008.0,1266.0,34417.21
ANTANAS    DAMULIS,2430.00,0.0,283600.0,266500.0,6000.0,10000.0,23400.00
VIDMANTAS    VALINČIUS,8455.00,30796.0,0.0,0.0,25000.0,0.0,60107.24
ALGIS    ŽVALIAUSKAS,4988.00,0.0,390634.0,280000.0,250000.0,0.0,34465.66
ALBINAS    PILIPAUSKAS,5367.00,0.0,58908.0,0.0,16844.0,0.0,42572.51
ALGIRDAS    MONKEVIČIUS,12704.00,373106.0,280500.0,0.0,4800.0,23000.0,101667.79
VIAČESLAV    KAŠPOR,8412.00,0.0,21800.0,0.0,10000.0,0.0,56082.61
VALERIJ    DALECKIJ,8229.00,0.0,19850.0,0.0,15000.0,0.0,54860.81
ANDREJ    JERONKO,8307.00,22000.0,22050.0,0.0,5000.0,0.0,56206.27
GINTARĖ    BITYTĖ,0.00,0.0,1.0,0.0,0.0,0.0,0.00
LEONID    BONDARENKO,0.00,10000.0,2500.0,0.0,101304.0,0.0,0.00
DIONIZAS    DIRŽAUSKAS,609.00,0.0,0.0,0.0,0.0,0.0,9685.64
JURIJ    BURSOV,0.00,0.0,7000.0,0.0,296000.0,0.0,0.00
VLADAS    ADŽGAUSKAS,0.00,0.0,44000.0,0.0,60000.0,0.0,0.00
EDITA    ZAGURSKIENĖ,2268.00,10000.0,87200.0,0.0,10000.0,0.0,23026.86
VADIM    DAVYDOV,8193.00,15333.0,32400.0,0.0,5000.0,0.0,56017.22
SAMANTA    REMEIKIENĖ,3704.00,0.0,0.0,0.0,0.0,0.0,27376.34
ADRIJUS    BRUSOKAS,606.00,0.0,0.0,0.0,0.0,0.0,9666.76
DAINIUS    REKEVIČIUS,4608.00,2806.0,75750.0,0.0,1222.0,3490.0,31902.60
MARIJUS    ČIUČIULKA,0.00,80000.0,133500.0,0.0,0.0,0.0,6109.12
KRISTINA    NEMANIENĖ,0.00,0.0,50000.0,0.0,10000.0,0.0,0.00
DARIUS    KEPEŽINSKAS,2905.00,0.0,33543.0,0.0,15000.0,0.0,22440.92
OLGA    SAVICKAJA,3772.00,0.0,97200.0,0.0,7000.0,0.0,27256.11
ILONA    ČIRVINSKAITĖ,3576.00,0.0,0.0,0.0,50000.0,0.0,27312.73
KĘSTUTIS    VASILKOVAS,1524.00,0.0,5000.0,0.0,0.0,0.0,15265.00
TADEUŠ    MICHNEVIČ,764.00,0.0,300000.0,0.0,120000.0,0.0,10544.20
KAROLIS    VAIČIŪNAS,3402.00,0.0,0.0,0.0,0.0,0.0,25199.45
SAULIUS    BAGDONAS,8022.00,0.0,145500.0,0.0,5000.0,100000.0,54078.80
RITA    ŠERNIENĖ,2959.00,0.0,80436.0,0.0,5000.0,11.0,29064.47
GITANA    BEDULSKIENĖ,3188.00,0.0,200000.0,0.0,40000.0,10000.0,27718.08
LIANA    GUDAUSKIENĖ,4284.00,12000.0,99000.0,0.0,0.0,0.0,30610.79
VACLOVAS    MACIJAUSKAS,10784.00,0.0,612700.0,0.0,1023057.0,174192.0,727573.25
FARIT    NUGUMANOV,6497.00,264500.0,20550.0,0.0,5000.0,0.0,43914.82
VILHELMAS    MOTIEJŪNAS,12821.00,413839.0,334540.0,0.0,0.0,0.0,102196.70
KŠIŠTOF    LAVRINOVIČ,0.00,0.0,3973505.0,0.0,2000000.0,20000.0,2588268.50
DARJUŠ    LAVRINOVIČ,0.00,0.0,3806000.0,0.0,500000.0,10000.0,1706397.63
ANDRIUS    KANDELIS,425.00,0.0,0.0,0.0,0.0,0.0,9663.57
RIMANTAS    KAUKĖNAS,0.00,0.0,3890000.0,0.0,203000.0,0.0,0.00
VLADIMIR    ROMANOV,135278.00,238528880.0,1905760.0,0.0,2356717.0,176404272.0,20132238.00
ANGELĖ    AMBRAZIENĖ,358.00,11312.0,160000.0,0.0,0.0,0.0,8028.84
AUŠRA    SAULIENĖ,2772.00,30879.0,0.0,0.0,0.0,0.0,23765.32
GENOVAITĖ    LAGINAUSKIENĖ,425.00,0.0,39000.0,0.0,7000.0,0.0,10735.78
VITALIJ    LAVKART,3638.00,0.0,39000.0,0.0,0.0,0.0,30511.58
GITANA    VALAVIČIŪTĖ,0.00,0.0,2000.0,0.0,0.0,0.0,0.00
VADIM    LATYPOV,0.00,0.0,0.0,0.0,0.0,0.0,0.00
ANTANAS    ŽADEIKIS,0.00,0.0,100000.0,0.0,0.0,0.0,0.00
KĘSTUTIS    ŠKĖLA,3277.00,15000.0,4000.0,0.0,4000.0,0.0,24920.15
VLADAS    JURGUTIS,500.00,0.0,107500.0,0.0,0.0,0.0,3336.00
VALENTINA    ČERNIKEVIČ,0.00,0.0,150000.0,0.0,0.0,0.0,5456.44
MARIJONA    ŠIMOLIŪNIENĖ,8040.00,255394.0,75052.0,0.0,70176.0,0.0,160806.73
IVAN    FILONOV,584.00,10447.0,0.0,0.0,0.0,0.0,9531.42
VERONIKA    ŽADEIKIENĖ,0.00,0.0,33000.0,0.0,0.0,0.0,0.00
VIRGINIJA    BLADIKIENĖ,0.00,0.0,57500.0,0.0,0.0,0.0,1210.00
NATALJA    LATYPOVA,0.00,0.0,188100.0,0.0,5500.0,0.0,8279.00
DALĖ    DEMOVIENĖ,0.00,0.0,8100.0,0.0,0.0,0.0,4800.00
FELICIJA    PACHAR,155.00,0.0,66500.0,0.0,0.0,0.0,6675.91
SILVA    JAUNIŠKIENĖ,540.00,0.0,306000.0,0.0,34000.0,0.0,3600.00
BOLESLOVAS KRISTIJONAS    KARENAUSKAS,0.00,0.0,80000.0,0.0,14400.0,0.0,0.00
BIRUTĖ    DILPŠIENĖ,0.00,0.0,1500.0,0.0,0.0,0.0,0.00
JONAS    BULYS,0.00,0.0,140700.0,0.0,11000.0,0.0,0.00
OLEG    GLUCHOV,1787.00,0.0,94000.0,0.0,70652.0,0.0,16229.38
MARIJONA    ŠIURNIENĖ,219.00,0.0,37000.0,0.0,3370.0,0.0,1458.00
ALGIS    KALAŠNIKOVAS,0.00,0.0,75000.0,0.0,0.0,0.0,2400.00
VLADIMIR    FOMIN,2642.00,0.0,70000.0,0.0,0.0,0.0,20978.48
JUOZAS    ARBAČIAUSKAS,0.00,0.0,27662.0,0.0,24074.0,0.0,0.00
ALGIRDAS    JANYŠIUS,0.00,0.0,11500.0,0.0,37016.0,0.0,0.00
MICHAILAS    BUGAKOVAS,3551.00,0.0,0.0,0.0,21000.0,0.0,26027.33
VYTAUTAS    KAZLAUSKAS,4901.00,104400.0,275000.0,0.0,55000.0,0.0,127344.57
JUOZAS    SAUSPREŠKIS,3006.00,0.0,3000.0,0.0,10000.0,0.0,25004.04
JUOZAS    RAUDONIUS,43510.00,0.0,114786.0,0.0,10000.0,0.0,224000.00
ARVYDAS    SUODIS,3430.00,0.0,7000.0,0.0,5000.0,0.0,26114.74
VAIDAS    ZAKARAUSKAS,5146.00,0.0,15000.0,0.0,7400.0,0.0,35888.33
ALGIMANTAS    ČEPONIS,11100.00,69400.0,704060.0,550000.0,75000.0,10000.0,80289.88
ODETA    KRASAUSKIENĖ,4731.00,0.0,0.0,0.0,17980.0,0.0,33085.73
DARIUS    DAPKUS,6654.00,200000.0,235500.0,0.0,10000.0,0.0,50014.19
ALVYDAS    ŽUVININKAS,219.00,0.0,277936.0,0.0,7500.0,0.0,9600.00
JONAS    KANAVOLAS,9413.00,115000.0,230237.0,0.0,273841.0,53157.0,167782.41
REMIGIJUS    PUPLAUSKAS,2013.00,0.0,107759.0,0.0,26000.0,0.0,22495.40
REMIGIJUS    KELNERIS,16304.00,0.0,229771.0,0.0,10000.0,3258028.0,261776.66
JONAS    SIMINKEVIČIUS,4601.00,0.0,39700.0,0.0,176000.0,0.0,31858.72
ORINTA    JAZDAUSKAITĖ,398.00,0.0,0.0,0.0,10378.0,0.0,13041.62
KAZYS    VIRŠILAS,7755.00,16374.0,18750.0,0.0,1639.0,1300.0,53620.38
LINAS    LAZAUSKAS,4784.00,0.0,17002.0,0.0,42047.0,0.0,34379.60
LORETA    DRANŽILAUSKIENĖ,0.00,0.0,540000.0,0.0,50000.0,0.0,8376.37
DOVILĖ    ŽIŽIENĖ,5268.00,0.0,37020.0,0.0,5000.0,0.0,36068.12
MARIJUS    KAKTYS,8876.00,250000.0,595250.0,0.0,158000.0,0.0,214976.30
VALDAS    KAMAITIS,12606.00,60000.0,1122500.0,0.0,130193.0,0.0,386072.31
JUOZAS    STEPONAVIČIUS,5601.00,0.0,38400.0,0.0,0.0,0.0,37937.81
RYTIS    SALADINSKAS,5190.00,0.0,35500.0,0.0,51008.0,0.0,35135.79
JŪRATĖ    TRUNCIENĖ,5109.00,0.0,74103.0,0.0,1310.0,0.0,42058.87
ELENA    MIRINAVIČIENĖ,6826.00,0.0,41504.0,0.0,12234.0,0.0,49330.84
VIDAS    KANIŠAUSKAS,89.00,0.0,5350.0,0.0,0.0,0.0,7790.05
ALBERTAS    BRAZAS,3238.00,556365.0,1153495.0,0.0,22284.0,98951.0,133588.27
JUOZAS    RIMKUS,6412.00,0.0,140476.0,0.0,150000.0,0.0,42745.09
PAULIUS    VISACKAS,3689.00,3500.0,86000.0,0.0,38222.0,0.0,26795.14
PRANCIŠKUS    ZARAMBA,0.00,0.0,428422.0,0.0,130022.0,0.0,62464.52
VYTAUTAS    RASTENIS,7081.00,0.0,158758.0,0.0,161457.0,0.0,48550.94
ŽIVILĖ    JANULEVIČIŪTĖ,3914.00,0.0,10000.0,0.0,0.0,0.0,29426.34
JUOZAS    VARNELIS,3371.00,0.0,14035.0,0.0,37248.0,0.0,58306.56
JŪRATĖ    JOVAIŠIENĖ,9979.00,8000.0,18000.0,0.0,0.0,0.0,68826.21
ZITA    RAMOŠKIENĖ,1487.00,0.0,184534.0,0.0,30000.0,0.0,42603.43
ROBERTAS    KVIETKAUSKAS,1008.00,0.0,0.0,0.0,9903.0,0.0,11902.00
SKAIDRUTĖ    ŽUVELAITIENĖ,2621.00,0.0,1000.0,0.0,0.0,0.0,20861.00
GIPOLDAS    KARKLELIS,2312.00,0.0,96886.0,0.0,28616.0,0.0,22636.79
JULIJA    JUŠKIENĖ,8754.00,0.0,41023.0,0.0,191900.0,0.0,58362.46
GENOVAITĖ    KIMBRIENĖ,8281.00,8972.0,109500.0,0.0,228000.0,16380.0,58106.21
MARTYNAS    RUSTEIKA,14990.00,0.0,20000.0,0.0,12374.0,0.0,102534.18
PETRAS    NEVULIS,868.00,788267.0,168974.0,0.0,10665.0,165312.0,156554.42
ARŪNAS    GRUBLIAUSKIS,7576.00,0.0,114927.0,0.0,10796.0,161954.0,51105.80
VALDAS    ŽIČKA,3897.00,0.0,307900.0,0.0,6315.0,0.0,29157.18
DALIUS    JANKAUSKAS,2357.00,52000.0,482094.0,0.0,72319.0,0.0,87943.00
DALIUS    ČAPAITIS,23747.00,955083.0,2851882.0,0.0,110215.0,28500.0,611765.94
AUDRIUS    ŠEŠTOKAS,151.00,0.0,16000.0,0.0,5000.0,0.0,38597.92
VALDAS    JUŠKEVIČIUS,3962.00,0.0,180548.0,0.0,28000.0,0.0,28312.38
MANTAS    ŠAKOČIUS,1275.00,140994.0,416000.0,0.0,19400.0,0.0,22127.61
VIRGILIJUS    POZINGIS,7913.00,0.0,531098.0,0.0,105000.0,6246.0,67003.87
GAILA    MATULYTĖ,4986.00,21636.0,48000.0,0.0,0.0,0.0,35506.81
ARINGAS    PAČEŠIŪNAS,2358.00,0.0,8049.0,0.0,55897.0,10000.0,19400.54
AUDRYS    ŠIMAS,40717.00,98750.0,263670.0,0.0,91124.0,10000.0,298400.00
RITA    RAMANAUSKIENĖ,3238.00,0.0,83203.0,0.0,60731.0,0.0,44452.20
VAIDOTAS    BUTKEVIČIUS,7278.00,0.0,136146.0,0.0,8000.0,0.0,53979.94
RIMANTĖ    MISIŪNIENĖ,9370.00,0.0,365000.0,0.0,31500.0,0.0,174601.28
JONAS    POVILAITIS,8169.00,0.0,46228.0,0.0,140262.0,12432.0,54743.28
VYTAUTAS    ZURBA,2909.00,0.0,105779.0,0.0,32000.0,0.0,80753.87
ANTANAS    BEZARAS,27027.00,0.0,1051103.0,0.0,580879.0,0.0,541707.88
KAZYS    SIVICKIS,10408.00,0.0,244080.0,0.0,146718.0,0.0,80475.35
ROMAS    MAJAUSKAS,2483.00,599242.0,5854869.0,0.0,104608.0,93757.0,473762.63
JONAS    SALDUKAITIS,3067.00,2566.0,122000.0,0.0,0.0,0.0,23339.56
JONAS    VILIONIS,25360.00,17452.0,765808.0,0.0,601750.0,25314.0,459685.09
ALGIRDAS    KOPŪSTAS,8024.00,7077.0,24195.0,102000.0,13673.0,236000.0,68970.11
POVILAS    ŽAGUNIS,13397.00,0.0,70474.0,0.0,203023.0,663228.0,83327.60
JONAS    JARUTIS,9117.00,164445.0,108500.0,0.0,66010.0,0.0,63194.78
ANTANAS    BAURA,14510.00,0.0,215100.0,0.0,20015.0,11712.0,139179.20
JUOZAS    BERTAŠIUS,7672.00,0.0,135629.0,0.0,115402.0,300.0,126108.53
BRONIS    ROPĖ,7721.00,44744.0,200062.0,0.0,167210.0,16990.0,60501.53
RAMŪNAS    KARBAUSKIS,191126.00,695114.0,8151706.0,0.0,277427.0,28991072.0,4305243.00
IRINA    ROZOVA,14294.00,25000.0,85000.0,0.0,30000.0,0.0,95293.17
GEDIMINAS    PELĖDŽIUS,0.00,0.0,0.0,0.0,0.0,0.0,1727.27
FAUSTAS    LATĖNAS,20031.00,80384.0,382434.0,0.0,123844.0,0.0,143426.38
ROBERTAS    KASPEROVIČIUS,0.00,0.0,142000.0,0.0,35000.0,10000.0,0.00
JANAS    JUREVIČIUS,147.00,150000.0,6000.0,107000.0,90000.0,0.0,7104.59
JOLANTA    GAUDUTIENĖ,3199.00,33265.0,149743.0,400000.0,56500.0,1302.0,86316.61
IRENA    DEGUTIENĖ,19929.00,0.0,547262.0,0.0,6303.0,72966.0,132859.38
LIUCIJA    BORUSEVIČIENĖ,0.00,0.0,428700.0,0.0,9632.0,0.0,0.00
VITALIJUS    BALKUS,835.00,0.0,0.0,0.0,0.0,5500.0,10937.66
MARIJA AUŠRINĖ    PAVILIONIENĖ,14610.00,0.0,430278.0,0.0,757553.0,0.0,101261.32
JUSTINAS    NAVIKAS,0.00,0.0,583440.0,0.0,20000.0,0.0,51753.00
JUZEF    KVETKOVSKIJ,2022.00,0.0,55622.0,0.0,42000.0,0.0,17533.23
RAIMONDA    KAROSAITĖ,3601.00,0.0,172462.0,0.0,0.0,0.0,27185.30
NIJOLĖ    JAGELAVIČIENĖ,5158.00,319743.0,932413.0,372600.0,77000.0,0.0,34957.10
GINTARAS    GURČINAS,0.00,0.0,79000.0,0.0,0.0,0.0,0.00
GRAŽINA    BOGDANSKIENĖ,4230.00,220000.0,980900.0,0.0,71687.0,22000.0,35231.28
ARVYDAS    ANUŠAUSKAS,13714.00,336801.0,501500.0,0.0,0.0,0.0,109527.60
NATALJA    VIKTOROVA,5398.00,3300.0,133715.0,0.0,0.0,0.0,37003.05
MINDAUGAS    VALKIŪNAS,6938.00,0.0,473000.0,0.0,20000.0,0.0,46255.10
GINTARAS    TAMOŠIŪNAS,4701.00,130024.0,217000.0,0.0,52563.0,0.0,43232.84
AURELIJA    STANCIKIENĖ,12555.00,465112.0,712000.0,0.0,32391.0,20500.0,96011.70
JURAS    POŽELA,8366.00,0.0,0.0,0.0,67951.0,0.0,57120.23
TADEUŠ    LAVRYNOVIČ,5522.00,0.0,200000.0,0.0,60000.0,0.0,36976.47
ANDRIUS    KUBILIUS,19435.00,0.0,460000.0,0.0,2136.0,150000.0,135444.05
INDRĖ    JANKAUSKIENĖ,5513.00,0.0,654056.0,0.0,0.0,0.0,38555.03
VALENTINA    IVANOVA,0.00,0.0,45190.0,0.0,0.0,0.0,3924.29
AURIMAS PAULIUS    GIRČYS,6947.00,20000.0,0.0,0.0,0.0,0.0,46316.17
VYTAUTAS    BENIUŠIS,11756.00,86000.0,284000.0,0.0,20000.0,0.0,85925.52
ARMINAS    MOCKEVIČIUS,2245.00,0.0,0.0,0.0,15872.0,19783.0,21338.17
RIMANTAS    JUREVIČIUS,0.00,230000.0,225000.0,0.0,0.0,0.0,0.00
RAMOJUS    GIRINSKAS,0.00,0.0,38000.0,0.0,8000.0,0.0,1320.00
JULIUS    GIRDVAINIS,7453.00,270000.0,540000.0,0.0,0.0,0.0,53098.79
GEDIMINAS    DALINKEVIČIUS,0.00,0.0,146735.0,0.0,140000.0,82000.0,0.00
RENATA    CYTACKA,5547.00,69695.0,65000.0,0.0,50000.0,0.0,40251.81
RAIMONDAS    BENUŠIS,0.00,0.0,180618.0,0.0,0.0,0.0,0.00
VYTENIS POVILAS    ANDRIUKAITIS,16715.00,542530.0,629093.0,515890.0,23917.0,0.0,111434.60
VILIJA    ALEKNAITĖ ABRAMIKIENĖ,14214.00,0.0,292000.0,0.0,24000.0,0.0,95358.00
AUŠRA    ABRAMAVIČIENĖ,7473.00,0.0,493000.0,0.0,3476.0,0.0,50417.27
ARTŪRAS    PAULAUSKAS,2652.00,0.0,173793.0,0.0,66498.0,916062.0,52600.57
ANDRIUS    MULEVIČIUS,178.00,0.0,0.0,0.0,0.0,0.0,2963.96
REGINA    MIKALAUSKIENĖ,0.00,0.0,120000.0,0.0,2000.0,0.0,0.00
DAINIUS    KREIVYS,6165.00,0.0,483000.0,0.0,95000.0,0.0,42899.04
AUKSĖ    KONTRIMIENĖ,5985.00,290345.0,354000.0,0.0,130000.0,0.0,53798.50
VLADAS    KASPARAVIČIUS,0.00,0.0,492000.0,0.0,0.0,0.0,71960.00
RIMAS    KANČYS,0.00,0.0,0.0,0.0,0.0,0.0,0.00
RŪTA    JACEVIČIENĖ,2648.00,0.0,0.0,0.0,0.0,0.0,24631.78
DAUGARDAS    GRUODIS,0.00,0.0,0.0,0.0,30000.0,0.0,33156.80
DAILIS ALFONSAS    BARAKAUSKAS,14737.00,0.0,404340.0,0.0,176000.0,63000.0,98246.40
ALGIRDAS    SYSAS,13372.00,0.0,301140.0,20000.0,79394.0,1463.0,93316.10
