kandidatas,mokesciai,gautos_paskolos,turtas,suteiktos_paskolos,gryni_pinigai,vertybiniai_popieriai,gautos_pajamos
ARTŪRAS    KILTINAVIČIUS,456.00,184933.0,158787.0,0.0,0.0,0.0,94354.48
SKIRMANTAS    TUMELIS,8464.00,0.0,5000.0,0.0,0.0,0.0,61828.82
REGINA    ROZENBLAT,2570.00,0.0,0.0,0.0,114000.0,13000.0,20722.19
ADELĖ    MAJAUSKIENĖ,8132.00,0.0,46000.0,0.0,61000.0,6500.0,54210.38
KĘSTUTIS    MACIONIS,26912.00,362860.0,2276500.0,652532.0,825200.0,1558925.0,229731.05
GITA    KONDROTAITĖ,7249.00,0.0,355000.0,0.0,20000.0,0.0,48327.49
PAULIUS    KERAS,7495.00,0.0,49769.0,0.0,134137.0,0.0,51766.36
DAINIUS    JUOZAITIS,1509.00,0.0,120000.0,164717.0,48000.0,0.0,17980.36
DALIA    DRAUGELIENĖ,2610.00,0.0,109000.0,0.0,26150.0,7477.0,20798.82
ALA    DEKAN,3235.00,0.0,8300.0,0.0,0.0,0.0,24771.24
VIRGILIJUS    EIDIMTAS,9864.00,0.0,7463.0,0.0,173000.0,800000.0,75890.58
GYTIS    ANDRULIONIS,15326.00,0.0,7500.0,0.0,220645.0,0.0,102770.50
RAIMONDAS    PLIKŠNYS,0.00,0.0,880400.0,0.0,82000.0,0.0,67637.33
REGINA    MIKŠTAITĖ-ČIČIURKIENĖ,1519.00,20230.0,96500.0,0.0,43000.0,0.0,44469.24
JONAS    KUKUKAS,7224.00,0.0,56500.0,0.0,0.0,0.0,48160.59
AUŠRA    JAKUBĖLIENĖ,3915.00,0.0,20000.0,0.0,23338.0,0.0,31547.66
VYTAUTAS    DANILEVIČIUS,3512.00,1030520.0,1365000.0,0.0,4000.0,0.0,28091.93
DAINIUS    ŽILIUS,2588.00,0.0,28000.0,0.0,0.0,0.0,23505.25
RŪTENIS    VIRBICKAS,0.00,0.0,280000.0,58000.0,50083.0,0.0,3218.63
DAIVA    ŠEREIKIENĖ,4627.00,0.0,350000.0,0.0,0.0,0.0,44618.44
SIGITAS    MAJAUSKAS,268.00,678010.0,0.0,0.0,200665.0,0.0,9781.82
GRAŽINA    BAKEVIČIENĖ,2737.00,0.0,10000.0,0.0,0.0,0.0,21507.88
ALGIMANTAS    ŠABLINSKAS,612.00,0.0,76500.0,0.0,0.0,0.0,9700.00
IRENA    TURKEVIČIENĖ,5139.00,0.0,8250.0,0.0,31396.0,0.0,34847.69
VIDMANTAS    MARTIKONIS,127358.00,4574989.0,5679040.0,8227959.0,389713.0,33249516.0,1661811.75
ARŪNAS    BALSEVIČIUS,7758.00,21000.0,7000.0,0.0,0.0,0.0,51722.26
LINA    SUKACKIENĖ,2003.00,22000.0,244700.0,0.0,5000.0,0.0,30854.92
DARIUS    KRIŠTAPONIS,13298.00,467781.0,541910.0,0.0,60440.0,145024.0,178610.13
DALYTĖ    RUDZEVIČIENĖ,9269.00,0.0,88300.0,0.0,40000.0,0.0,61794.87
LINA    ZUPKAITĖ,1559.00,0.0,41640.0,0.0,0.0,0.0,16529.42
VAIDOTAS    ILGIUS,7192.00,185599.0,270115.0,0.0,8115.0,0.0,60103.76
AIRA    VISOCKAITĖ,8486.00,0.0,90000.0,0.0,17000.0,0.0,57773.59
DAIVA    JUODELIENĖ,3520.00,0.0,130000.0,0.0,0.0,0.0,26355.74
SKIRMANTĖ    GRICIŪNIENĖ,6494.00,0.0,43500.0,0.0,8000.0,0.0,43645.56
PETRAS    RAČKAUSKAS,0.00,0.0,689210.0,0.0,91202.0,1513000.0,30481.30
LUKAS    PAKELTIS,16206.00,158150.0,390000.0,0.0,21567.0,60000.0,100044.30
ALFONSAS    KLIMAS,6233.00,0.0,283000.0,0.0,60000.0,0.0,47550.33
RITA    BALTADUONYTĖ-LEONIENĖ,4849.00,0.0,100000.0,0.0,0.0,0.0,34740.37
ALMANTAS    SKRUIBYS,3044.00,0.0,0.0,0.0,62416.0,500000.0,24721.24
KĘSTUTIS    AKRAMAS,1468.00,0.0,62535.0,0.0,120000.0,5000.0,11830.60
JUSTINAS    KRĖPŠTA,8965.00,0.0,131959.0,0.0,29000.0,0.0,63368.00
TOMAS    VAITKEVIČIUS,14103.00,194909.0,355596.0,0.0,14325.0,146.0,98994.87
VYTAUTAS    MASIULIS,1073.00,9100.0,129500.0,0.0,30000.0,0.0,26747.60
GYTIS    LUKOŠEVIČIUS,1603.00,0.0,432199.0,160600.0,129000.0,58000.0,17702.88
EUGENIJUS    KURTINAITIS,463.00,48000.0,290900.0,0.0,766096.0,7500.0,348417.44
ZITA    KUKURAITIENĖ,5855.00,0.0,130000.0,0.0,41000.0,0.0,40099.09
JONAS KAZYS    DZIRMEIKA,0.00,0.0,89743.0,0.0,97500.0,0.0,505.40
ADELĖ    KARTEŠKINA,2137.00,31792.0,133000.0,0.0,28961.0,0.0,22836.70
LINAS    STANKUS,7543.00,0.0,191792.0,0.0,240493.0,0.0,50784.93
VYTAUTAS    ZUBRAS,13601.00,0.0,135893.0,0.0,129965.0,0.0,111125.48
VINCAS    JURGUTIS,8082.00,0.0,20000.0,0.0,7000.0,0.0,53929.21
ROMANAS ALGIMANTAS    SEDLICKAS,0.00,0.0,35000.0,0.0,25000.0,0.0,4800.00
AUDRIUS    MASILIONIS,4462.00,19254.0,40800.0,0.0,4857.0,0.0,34294.16
ALGIS PETRAS    KRUTKEVIČIUS,6960.00,0.0,16000.0,0.0,46750.0,0.0,46401.22
REMIGIJUS    MAKAUSKAS,1140.00,33296.0,241500.0,0.0,37857.0,887.0,13604.80
LINAS    KAUKĖNAS,0.00,72500.0,175000.0,0.0,0.0,0.0,1227.05
ARVYDAS    ŠVIRMICKAS,6289.00,0.0,146758.0,0.0,32000.0,96000.0,41924.26
ILONA    GRIGARAVIČIENĖ,4141.00,7335.0,200459.0,0.0,0.0,0.0,31973.94
LAIMONTAS    DINIUS,12877.00,0.0,83000.0,0.0,17000.0,12200.0,90750.39
AUDRONĖ    BALNIONIENĖ,8222.00,227000.0,415000.0,0.0,80000.0,0.0,59730.02
VAIDAS    BACYS,10199.00,0.0,106475.0,0.0,0.0,0.0,70447.54
BENJAMINAS    MAŠALAITIS,0.00,0.0,306000.0,0.0,0.0,9000.0,488.85
ALGIRDAS    ARYS,1249.00,0.0,17134.0,0.0,195350.0,37000.0,14385.71
REMIGIJUS    OSAUSKAS,6318.00,50377.0,146000.0,0.0,9000.0,0.0,42721.51
DIANA    STANKAITIENĖ,5638.00,403884.0,293630.0,0.0,0.0,0.0,52292.88
DALIUS    DIRSĖ,3447.00,0.0,261000.0,0.0,3658.0,0.0,37863.24
SIMONAS    GENTVILAS,5638.00,0.0,62000.0,0.0,10000.0,0.0,37621.21
MARYTĖ    GUDONYTĖ,3279.00,33689.0,125468.0,0.0,15883.0,0.0,25351.13
ALBERTAS    LAKŠTAUSKAS,8860.00,0.0,104788.0,0.0,28640.0,0.0,60642.00
GINTAUTAS    STANKEVIČIUS,5392.00,183750.0,253000.0,0.0,10434.0,0.0,40209.63
KĘSTUTIS    SLAVINSKAS,400.00,0.0,30000.0,0.0,1200.0,0.0,6604.35
SIMONAS    KAIRYS,3569.00,11008.0,59392.0,0.0,10092.0,0.0,26276.56
RAIMUNDAS    POVILONIS,7638.00,4640.0,291000.0,0.0,19248.0,0.0,53321.23
GINTAUTAS    KRILAVIČIUS,4557.00,0.0,3000.0,0.0,0.0,0.0,31952.36
ALGIRDAS    RADUŠYS,12467.00,159871.0,137000.0,0.0,140000.0,0.0,90791.46
MARCIJONAS    URMONAS,11710.00,0.0,123000.0,61500.0,151500.0,10000.0,87668.24
TOMAS    BARANOVAS,10361.00,0.0,96000.0,0.0,39043.0,1.0,73273.17
ARMINAS    LYDEKA,16108.00,0.0,1554515.0,32000.0,385919.0,6500.0,107984.25
JURGITA    CHOROMANSKYTĖ,0.00,0.0,290000.0,0.0,138752.0,2638.0,229010.55
ŠARŪNAS    GUSTAINIS,22244.00,934679.0,582000.0,450000.0,101120.0,3000.0,185027.33
GINTARAS    ŠILEIKIS,4927.00,0.0,61573.0,0.0,254000.0,0.0,38296.86
LINAS    KVEDARAVIČIUS,6920.00,0.0,405000.0,200870.0,97865.0,0.0,51347.34
ALINA    VELYKIENĖ,8136.00,30100.0,368828.0,0.0,32016.0,0.0,56897.58
MARIJUS    KAUKĖNAS,8206.00,0.0,56000.0,0.0,42000.0,0.0,54705.53
DALIA    TEIŠERSKYTĖ,13952.00,10000.0,194474.0,0.0,11131.0,24010.0,93013.09
STASYS    VAINORAS,8250.00,0.0,55250.0,0.0,25000.0,0.0,56797.73
KĘSTUTIS    TUBIS,30774.00,0.0,388900.0,0.0,20091.0,0.0,221995.25
ARTŪRAS    ŠULCAS,7621.00,64885.0,110000.0,0.0,3162.0,0.0,52985.14
MINDAUGAS    LAPINSKAS,4364.00,0.0,0.0,18300.0,3761.0,92432.0,55287.95
ONA    BALŽEKIENĖ,175103.00,0.0,500000.0,0.0,750541.0,565251.0,890135.25
ARŪNAS    ŠTARAS,13675.00,206940.0,341000.0,0.0,94537.0,0.0,109530.08
ERIKAS    TAMAŠAUSKAS,13948.00,101738.0,89051.0,0.0,658146.0,2017.0,92983.34
KĘSTUTIS    GLAVECKAS,16727.00,0.0,3355349.0,0.0,125756.0,214785.0,201511.63
VITALIJUS    GAILIUS,11399.00,0.0,65590.0,0.0,30000.0,0.0,83417.70
VIKTORIJA    ČMILYTĖ,372.00,0.0,176000.0,0.0,472206.0,0.0,152574.00
RIMANTAS    MIKAITIS,9050.00,14956.0,20514.0,0.0,23000.0,0.0,76565.82
PETRAS    AUŠTREVIČIUS,15981.00,1381.0,120527.0,0.0,7262.0,0.0,109264.93
EUGENIJUS    GENTVILAS,19660.00,0.0,875209.0,0.0,144454.0,0.0,133007.45
REMIGIJUS    ŠIMAŠIUS,14823.00,1033631.0,362000.0,0.0,21349.0,0.0,102435.70
DALIA    KUODYTĖ,14114.00,132973.0,519000.0,0.0,0.0,0.0,94093.24
GINTARAS    STEPONAVIČIUS,17442.00,90729.0,383000.0,0.0,50764.0,0.0,120972.63
ALGIS    KAŠĖTA,14875.00,196810.0,161143.0,0.0,45700.0,0.0,107476.92
ELIGIJUS    MASIULIS,15349.00,499000.0,410000.0,0.0,216.0,0.0,107169.07
VYGINTAS    VILUTIS,1011.00,0.0,3000.0,0.0,0.0,0.0,6742.86
BIRUTĖ    VAIKŠNORAITĖ,0.00,45000.0,491000.0,94000.0,124000.0,5600.0,0.00
RITA    RIMŠIENĖ,0.00,0.0,285000.0,0.0,6000.0,0.0,4795.54
ALGIMANTAS    PAUKŠTAITIS,2736.00,0.0,172200.0,0.0,32000.0,15100.0,21497.27
VYTAUTAS    MIKELIONIS,3432.00,71936.0,23752.0,0.0,8655.0,0.0,26865.18
RAIMUNDAS    MARKAUSKAS,5257.00,0.0,25000.0,0.0,150000.0,0.0,37507.17
PETRAS    MALDONIS,37.00,0.0,148535.0,0.0,150000.0,0.0,13334.44
GEDIMINAS    KRASAUSKAS,8549.00,0.0,80212.0,0.0,24001.0,0.0,59725.57
ALMANTAS    JAKIMAVIČIUS,7961.00,0.0,16288.0,0.0,51203.0,0.0,57651.97
GINTARAS    GRIGARAVIČIUS,0.00,0.0,66846.0,0.0,0.0,0.0,7764.12
VYDAS    BARAVYKAS,5669.00,0.0,720859.0,0.0,92688.0,0.0,37793.96
RIMA    PAULAUSKAITĖ,0.00,0.0,85000.0,0.0,0.0,0.0,6357.16
ZDZISLAV    PALEVIČ,11080.00,11000.0,192450.0,0.0,124000.0,0.0,75426.30
JŪRATĖ    KULBERKIENĖ,12206.00,70000.0,118000.0,0.0,28000.0,0.0,86959.76
LIUTAURAS    KAZLAVICKAS,8115.00,153000.0,247875.0,0.0,12743.0,0.0,54101.42
MINDAUGAS    KARLONAS,0.00,0.0,22313.0,132532.0,83907.0,12500.0,509.09
BIRUTĖ    KAKTYTĖ,488.00,0.0,60000.0,0.0,0.0,0.0,9769.00
MARIUS    JUŠKEVIČIUS,5373.00,71387.0,133910.0,20000.0,70000.0,10000.0,36148.09
GEDIMINAS    JAKAVONIS,1480.00,0.0,339760.0,0.0,200000.0,17600.0,14522.05
GEDIMINAS    ALEKSONIS,6875.00,20000.0,85105.0,0.0,112000.0,0.0,50412.01
RIMVYDAS    ŽIEMYS,2274.00,0.0,73830.0,0.0,42873.0,0.0,20106.00
RIMA    ZABLACKIENĖ,0.00,0.0,93724.0,0.0,71690.0,0.0,4181.37
ALGIRDAS    ŽANDARAS,341.00,0.0,173238.0,0.0,37558.0,0.0,9054.75
JUSTINAS    URBANAVIČIUS,12285.00,0.0,7000.0,0.0,70000.0,0.0,83202.69
ONA    VALIUKEVIČIŪTĖ,13450.00,0.0,7000.0,0.0,61235.0,0.0,89666.81
MINDAUGAS    ZDANEVIČIUS,1337.00,0.0,44100.0,0.0,25000.0,0.0,16222.67
GERDA    VILIMAITĖ,558.00,0.0,0.0,0.0,0.0,0.0,11158.00
JULIUS    VESELKA,12971.00,0.0,350405.0,0.0,169908.0,244720.0,167826.83
RŪTA    ZIENIENĖ,0.00,32704.0,100000.0,0.0,163000.0,0.0,2759.72
STANISLOVAS    TOMAS,0.00,0.0,0.0,0.0,300000.0,0.0,0.00
VIDAS    URBONAVIČIUS,20172.00,355000.0,362130.0,0.0,60394.0,0.0,144227.45
TOMAS    TOMILINAS,3851.00,263839.0,325000.0,0.0,0.0,0.0,42611.07
VIDMANTAS    ŽILIUS,9307.00,88500.0,172500.0,0.0,8020.0,0.0,68809.95
RITA    TAMAŠUNIENĖ,8603.00,0.0,130782.0,0.0,66429.0,0.0,57956.44
VIOLETA    PODOLSKAITĖ,5961.00,0.0,421900.0,0.0,15000.0,0.0,40343.01
ŽIVILĖ    PINSKUVIENĖ,0.00,0.0,1004500.0,175000.0,480000.0,10000.0,4907.78
JONAS    NAUJALIS,8557.00,0.0,47114.0,0.0,23758.0,0.0,57044.47
AUŠRINĖ    MAIŽIEŠIENĖ,3548.00,0.0,91350.0,0.0,0.0,0.0,28508.98
KĘSTUTIS    JASEVIČIUS,7029.00,15000.0,147500.0,15000.0,0.0,0.0,49330.45
ČESLAV    JAKOVIČ,0.00,0.0,277407.0,0.0,7748.0,5000.0,37574.73
ANTANAS    BUROKAS,4447.00,0.0,290000.0,0.0,0.0,0.0,52399.05
JONAS    BUDREVIČIUS,8013.00,0.0,482158.0,0.0,426375.0,587170.0,78855.01
ALVYDAS    AUGUSTINAITIS,7714.00,189124.0,469700.0,0.0,7152.0,100.0,54535.28
LEONARD    TALMONT,13224.00,0.0,178335.0,0.0,90000.0,0.0,99858.00
DARIUS    SKUSEVIČIUS,4163.00,17988.0,7000.0,0.0,27930.0,0.0,34327.65
RYŠARD    MACEIKIANEC,0.00,0.0,5551.0,0.0,2000.0,0.0,0.00
ARŪNAS    JOKUBAUSKAS,463.00,0.0,100.0,0.0,0.0,0.0,10066.70
FRANC    JAKUBOVSKIJ,9847.00,0.0,300000.0,0.0,0.0,0.0,77721.46
VILIJA    FILIPOVIČIENĖ,17529.00,84260.0,8303837.0,70000.0,17447.0,1061200.0,116857.63
Viktorija    BALLACK,0.00,257235.0,162349.0,0.0,0.0,0.0,0.00
JONAS    SADOVSKIS,0.00,0.0,193214.0,39200.0,65000.0,0.0,1551.42
ALEKSANDER    POPLAVSKI,8.00,0.0,69000.0,0.0,0.0,0.0,8692.71
JAROSLAV    NARKEVIČ,13880.00,0.0,100000.0,0.0,366624.0,0.0,99824.35
VIRGILIJUS PETRAS    MATULA,0.00,0.0,200025.0,0.0,0.0,0.0,0.00
LAURYNAS    KASČIŪNAS,11020.00,354401.0,380460.0,0.0,48221.0,0.0,85385.46
MINGAILĖ    BINKAUSKAITĖ,190.00,0.0,80500.0,0.0,0.0,0.0,9307.57
VYTAUTAS    BAKASĖNAS,10752.00,0.0,25100.0,0.0,5666.0,0.0,74180.63
ILONA    OGURCOVA,3705.00,0.0,1150000.0,0.0,10000.0,17000.0,28382.77
ALBINAS    MORKŪNAS,3018.00,0.0,0.0,0.0,26700.0,0.0,23065.65
EGLĖ    MIRONČIKIENĖ,0.00,0.0,0.0,0.0,7500.0,0.0,2400.00
DANGUTĖ    MIKUTIENĖ,13506.00,409505.0,875450.0,0.0,192900.0,0.0,124164.40
KAZYS VYTAUTAS    LAURUŠEVIČIUS,4223.00,0.0,100000.0,0.0,0.0,0.0,29758.46
ASTA    KANDRATAVIČIENĖ,11712.00,0.0,10000.0,0.0,39050.0,0.0,86003.07
JAROSLAV    KAMINSKI,8315.00,27000.0,354000.0,0.0,30000.0,0.0,58432.32
EDIKAS    JAGELAVIČIUS,0.00,0.0,5500.0,0.0,0.0,0.0,36110.99
GIEDRĖ    GEČAITĖ,0.00,0.0,0.0,0.0,0.0,0.0,0.00
DANAS    DAMBRAUSKAS,0.00,0.0,111573.0,0.0,50000.0,10000.0,7113.45
TERESA    SOLOVJOVA,6122.00,0.0,382820.0,0.0,1636915.0,16162.0,46366.30
LAURA    NIKIFOROVA,2321.00,155000.0,233500.0,0.0,0.0,0.0,23732.95
MARIJONAS    MITKUS,2055.00,0.0,261587.0,0.0,10000.0,0.0,27870.35
LINAS    LABAČIAUSKAS,2536.00,0.0,270000.0,0.0,10000.0,0.0,20386.92
RAMŪNAS    KARTENIS,1374.00,0.0,228367.0,0.0,50920.0,0.0,17077.29
GIEDRIUS    GRIGALIUS,9313.00,1180200.0,320676.0,0.0,78000.0,4598.0,70170.79
VIOLETA    GEMBICKA,3636.00,0.0,263500.0,0.0,80000.0,0.0,29930.56
AIDAS    ČĖSNA,7918.00,0.0,420700.0,0.0,1000.0,0.0,54585.81
KRISTINA    BRAZAUSKIENĖ,0.00,0.0,412330.0,0.0,279859.0,2383497.0,0.00
BRONIUS    BRADAUSKAS,574673.00,0.0,7779391.0,850000.0,4534727.0,11752432.0,2970177.75
ALGIMANTAS    ADOMAITIS,4587.00,0.0,98389.0,0.0,64232.0,0.0,31783.78
VYTAUTAS    VENCKŪNAS,7244.00,0.0,21000.0,0.0,238092.0,1925.0,48255.94
RIMANTAS    SINKEVIČIUS,13042.00,0.0,446278.0,0.0,35000.0,0.0,88912.80
RITA    RENKAUSKIENĖ,2544.00,52000.0,86500.0,0.0,10000.0,0.0,23174.87
ROLANDAS    MERKELIS,5141.00,59497.0,93000.0,0.0,0.0,0.0,34859.27
SIGITAS    MARTINAVIČIUS,3731.00,276561.0,320000.0,0.0,251000.0,0.0,35437.12
BRONISLOVAS    LIUTKUS,8540.00,0.0,258220.0,0.0,60431.0,15484.0,56930.51
RITA    LATVIŪNIENĖ,10934.00,86000.0,480000.0,50000.0,50000.0,8995.0,227070.14
VLADIMIRAS    KORNIJEVSKIS,170.00,0.0,55600.0,0.0,6000.0,0.0,27912.00
RASA    KISELIOVA,0.00,0.0,303220.0,0.0,0.0,0.0,0.00
SAULIUS    JAKIMAVIČIUS,3389.00,0.0,108900.0,0.0,15000.0,10000.0,44277.45
DANUTĖ    UŽKURĖLYTĖ,4310.00,0.0,110935.0,0.0,0.0,0.0,30678.34
JAN    TOMAŠEVIČ,6561.00,288000.0,674000.0,0.0,7000.0,0.0,46079.59
LORETA    STEPONAITYTĖ,1993.00,0.0,3984.0,0.0,15000.0,0.0,17373.26
REMIGIJA    KRUPODRA,0.00,56000.0,52850.0,0.0,0.0,0.0,916.65
LORETA    GRAUŽINIENĖ,15504.00,21640.0,124000.0,0.0,11880.0,0.0,103958.40
JANINA    GALIAUSKIENĖ,11275.00,30000.0,84744.0,0.0,0.0,0.0,75735.43
ARŪNAS    DUDĖNAS,5048.00,358180.0,276154.0,0.0,20000.0,20000.0,46576.98
JUOZAS    DINGELIS,42.00,0.0,62665.0,0.0,108888.0,0.0,878.00
JUOZAS    VALIUŠAITIS,969.00,0.0,61000.0,0.0,0.0,10000.0,6462.89
VIRGINIJUS    VALENTINAVIČIUS,12879.00,0.0,657908.0,0.0,15000.0,175000.0,86412.03
JONAS    REKEŠIUS,0.00,0.0,45500.0,0.0,12000.0,0.0,1374.15
BRONIUS    PAUŽA,14847.00,0.0,217492.0,0.0,120571.0,0.0,98978.40
ANDRIUS    MAZURONIS,11687.00,130166.0,533000.0,0.0,80000.0,0.0,83202.69
ROBERTAS RAIMUNDAS    IŠGANAITIS,6577.00,0.0,284667.0,0.0,2000.0,0.0,56964.60
VYTAUTAS    ŠUNSKIS,859.00,0.0,78523.0,0.0,95000.0,0.0,11571.43
JONAS    ŠČEPONIS,5528.00,0.0,7400.0,4204.0,198000.0,480400.0,37013.53
RAIMONDA    SUTKAITIENĖ,960.00,470000.0,709000.0,0.0,0.0,0.0,17580.48
VINCAS    PLIKAITIS,1057.00,754.0,111202.0,0.0,76497.0,0.0,14630.00
ALGIMANTA    PABEDINSKIENĖ,9655.00,48000.0,291000.0,0.0,47000.0,0.0,66514.45
JUOZAS    OLEKAS,13269.00,0.0,516750.0,0.0,41732.0,6000.0,99843.21
JUSTĖ    MILUŠAUSKIENĖ,0.00,0.0,331000.0,0.0,60362.0,0.0,4800.00
MINDAUGAS    KUKLIERIUS,11435.00,338374.0,603714.0,0.0,43300.0,0.0,91396.37
AUDRA    UŽUPIENĖ,352.00,0.0,2000.0,0.0,0.0,0.0,1795.10
DONATAS    STAKIŠAITIS,11758.00,0.0,94399.0,0.0,13143.0,0.0,78985.87
GINTAUTAS    KNIUKŠTA,7770.00,32515.0,220400.0,0.0,0.0,0.0,51798.19
ALGIRDAS    KLIMAITIS,10094.00,13249.0,182514.0,0.0,40344.0,300.0,77287.69
MINDAUGAS    BASTYS,18106.00,175243.0,673245.0,0.0,88159.0,14530.0,125352.72
RITA    ŠEIGIENĖ,5851.00,0.0,48000.0,0.0,90000.0,17000.0,84620.14
INGA    RAKAUSKIENĖ,729.00,86797.0,110000.0,0.0,0.0,0.0,13202.93
VIKTORAS    PRANCKIETIS,14701.00,0.0,830048.0,0.0,87353.0,0.0,131310.63
RAMINTA    POPOVIENĖ,10135.00,0.0,34016.0,0.0,32360.0,0.0,67566.63
LEONIJA    PETRAUSKAITĖ,6096.00,0.0,200600.0,0.0,20000.0,0.0,40642.18
KRISTINA    LEONAVIČIENĖ,5740.00,0.0,187000.0,0.0,5500.0,403.0,38864.27
LIVETA    KAZLAUSKIENĖ,995.00,0.0,417000.0,0.0,6500.0,0.0,6633.14
AUDRONĖ    GIGIENĖ,0.00,0.0,64000.0,0.0,0.0,0.0,2265.10
VYDAS    GEDVILAS,11349.00,720666.0,1465000.0,0.0,185000.0,0.0,100878.00
GINTAUTAS    DAČIOLA,0.00,0.0,0.0,0.0,0.0,0.0,4800.00
AUDRONĖ    SKUČIENĖ,0.00,0.0,206000.0,0.0,10500.0,0.0,29960.00
ANTANAS    NESTECKIS,9819.00,0.0,195610.0,397000.0,25122.0,71336.0,68068.22
KAZIMIERAS    NAUSĖDA,0.00,149839.0,491000.0,0.0,20000.0,0.0,99140.29
ANTANAS    MAKAREVIČIUS,4257.00,868142.0,983508.0,0.0,170000.0,40000.0,37835.85
DARIUS    KRUKONIS,3907.00,0.0,570350.0,0.0,54299.0,0.0,30507.62
ANŽELIKA    JURAŠŪNIENĖ,2435.00,0.0,101225.0,0.0,12450.0,0.0,29986.78
DONATAS    JANKAUSKAS,18332.00,26547.0,67400.0,0.0,30623.0,0.0,132012.53
DAINORA    GRUZDIENĖ,8848.00,0.0,185000.0,0.0,56373.0,0.0,60787.62
ALVYDAS    VAICEKAUSKAS,7557.00,546943.0,1094028.0,0.0,39500.0,0.0,229412.97
INGA    STEPUKONIENĖ,7441.00,0.0,2700.0,0.0,16259.0,0.0,51409.45
VYTAUTAS    KAMBLEVIČIUS,13004.00,0.0,733289.0,207000.0,330000.0,0.0,90074.75
RASA    JUOCEVIČIENĖ,4973.00,11371.0,412533.0,0.0,30000.0,3900.0,37715.68
SERGEJUS    JOVAIŠA,3691.00,0.0,82480.0,0.0,36423.0,0.0,28304.27
LAIMUTĖ    JANČIUKIENĖ,3230.00,0.0,176852.0,0.0,55000.0,0.0,28271.19
JURGITA    ŽALIABARŠTYTĖ,0.00,0.0,1000.0,0.0,0.0,0.0,5573.05
ŽYDRŪNĖ    SURVILIENĖ,0.00,20000.0,1500.0,0.0,0.0,0.0,0.00
EVELINA    PALTANAVIČIŪTĖ-MATJOŠAITIENĖ,0.00,0.0,28000.0,0.0,0.0,0.0,0.00
ONA    GIEDRIENĖ,594.00,0.0,48143.0,20500.0,129800.0,0.0,9600.00
JUOZAS    DAUTARTAS,8767.00,0.0,108006.0,0.0,22000.0,0.0,59224.74
ALGIRDAS    BUTKEVIČIUS,12053.00,148451.0,52000.0,0.0,530000.0,0.0,826222.63
DALIA KOTRYNA    ŽALĖNAITĖ,1845.00,0.0,243401.0,0.0,0.0,0.0,12299.00
VACLAV    VILKOIT,0.00,0.0,40605.0,0.0,26084.0,99000.0,3243.47
ROKAS    ŽILINSKAS,12290.00,396962.0,930000.0,35000.0,30000.0,10000.0,86694.55
VLADAS    VITAS,5570.00,0.0,396377.0,0.0,44000.0,0.0,165073.52
EGIDIJUS    VILIMAS,7846.00,0.0,22756.0,0.0,42592.0,0.0,52308.86
ALVYDAS    ŽALA,4225.00,0.0,6500.0,0.0,30000.0,7500.0,30971.45
ALEKSANDRAS    ZELTINIS,0.00,0.0,157000.0,0.0,230000.0,0.0,4212.74
PRANCIŠKUS ALFREDAS    ŠLIUŽAS,0.00,0.0,75200.0,0.0,40000.0,0.0,7238.22
VYGANTAS    SUDARIS,13150.00,176000.0,379099.0,0.0,50000.0,0.0,94031.79
INGRIDA    VENCIUVIENĖ,6092.00,0.0,43091.0,0.0,98000.0,0.0,43710.03
RENATA    MACIENĖ,0.00,70000.0,170600.0,0.0,0.0,0.0,3581.23
ZITA    KLIKNIENĖ,0.00,0.0,37000.0,0.0,0.0,6300.0,0.00
ERNESTAS    JUŠKA,3081.00,14806.0,15000.0,0.0,8000.0,0.0,27921.91
ARŪNAS    JUŠKA,0.00,0.0,6400.0,90000.0,1405.0,10000.0,7575.25
VIDMANTAS    JAPERTAS,27663.00,1580.0,884042.0,370607.0,246509.0,2390476.0,187055.55
SONATA    BRUŽAITĖ,2623.00,28000.0,340000.0,0.0,0.0,0.0,23077.53
RIMA    BAŠKIENĖ,14092.00,0.0,125382.0,0.0,32835.0,0.0,93945.60
LINAS    ANDRULIS,0.00,0.0,0.0,0.0,78000.0,0.0,5364.10
EDITA    RUDIENĖ,6207.00,10000.0,46100.0,0.0,0.0,0.0,41981.52
KĘSTUTIS    MALINAUSKAS,0.00,0.0,70100.0,0.0,4892.0,0.0,0.00
JONAS    JURGELIŪNAS,15719.00,1660637.0,3968702.0,0.0,20000.0,167548.0,1078541.63
VIGILIJUS    JUKNA,21735.00,0.0,8000.0,137700.0,55000.0,0.0,146198.83
GEDIMINAS    GRYBĖ,614.00,0.0,233100.0,0.0,11124.0,0.0,37029.71
EGIDIJUS    BALTUŠIS,30.00,0.0,410000.0,0.0,51792.0,0.0,9489.03
RYTIS    SALADŽIUS,3265.00,46438.0,137800.0,0.0,0.0,0.0,24414.07
LAIMA    SAKALIENĖ,341.00,7000.0,60000.0,0.0,0.0,0.0,11546.48
ALFONSAS    PULOKAS,4938.00,0.0,60429.0,0.0,65889.0,10100.0,36773.57
DAIVA    PETRAITIENĖ,7644.00,208523.0,89482.0,0.0,0.0,0.0,52761.21
ANTANAS    MATULAS,16201.00,0.0,246071.0,0.0,48192.0,10100.0,109527.60
VYTAUTAS    LIEPA,3510.00,28009.0,54906.0,0.0,24023.0,0.0,26209.33
VIDAS    ANILIONIS,965.00,847939.0,997500.0,1059600.0,34288.0,4900000.0,90979.75
